"label","tweet_id"
"Response Efforts","'592636297463910400'"
"Not Relevant","'592636344083619840'"
"Not Relevant","'592636574887780352'"
"Not Relevant","'592636589072842752'"
"Not Relevant","'592636610904068096'"
"Not Relevant","'592636618818736128'"
"Infrastructure Damage","'592636620202967040'"
"Not Relevant","'592636661466443776'"
"Not Relevant","'592636679527243776'"
"Not Relevant","'592636710841929728'"
"Response Efforts","'592636814009171968'"
"Response Efforts","'592636889691070465'"
"Not Relevant","'592636898415398912'"
"Other Relevant Information","'592636908527685632'"
"Not Relevant","'592636985941958656'"
"Not Relevant","'592636990438400000'"
"Not Relevant","'592637108126375936'"
"Not Relevant","'592637135888384000'"
"Not Relevant","'592637183401426945'"
"Other Relevant Information","'592637187323252736'"
"Response Efforts","'592637194168344576'"
"Response Efforts","'592637199021117440'"
"Not Relevant","'592637249386315776'"
"Response Efforts","'592637266335375360'"
"Not Relevant","'592637302570151936'"
"Response Efforts","'592637430504628224'"
"Not Relevant","'592637452331843584'"
"Not Relevant","'592637463325118464'"
"Not Relevant","'592637475530608641'"
"Not Relevant","'592637634200997888'"
"Infrastructure Damage","'592637645156700160'"
"Not Relevant","'592637658272174080'"
"Not Relevant","'592637677398163456'"
"Not Relevant","'592637686906683392'"
"Response Efforts","'592637782679527424'"
"Urgent Needs","'592637790514470913'"
"Response Efforts","'592637871862910976'"
"Response Efforts","'592637907803897858'"
"Not Relevant","'592637931610894337'"
"Not Relevant","'592637939311513600'"
"Other Relevant Information","'592637959817465856'"
"Not Relevant","'592637988426948608'"
"Not Relevant","'592638148418625536'"
"Not Relevant","'592638178747547648'"
"Not Relevant","'592638185156382720'"
"Not Relevant","'592638187249348608'"
"Not Relevant","'592638198053900288'"
"Other Relevant Information","'592638213082087424'"
"Not Relevant","'592638279347937284'"
"Not Relevant","'592638287770034176'"
"Not Relevant","'592638329499176960'"
"Not Relevant","'592638342707154944'"
"Not Relevant","'592638536286797824'"
"Not Relevant","'592638557983899648'"
"Not Relevant","'592638722832666625'"
"Not Relevant","'592638740113195008'"
"Not Relevant","'592638747172335616'"
"Not Relevant","'592638754034159616'"
"Not Relevant","'592638824074715136'"
"Other Relevant Information","'592638827308679168'"
"Not Relevant","'592638916911603712'"
"Not Relevant","'592638964818776064'"
"Not Relevant","'592639169249153025'"
"Not Relevant","'592639172654931968'"
"Other Relevant Information","'592639207513919488'"
"Other Relevant Information","'592639216258940928'"
"Not Relevant","'592639304804872192'"
"Response Efforts","'592639351676399617'"
"Not Relevant","'592639495209648128'"
"Not Relevant","'592639526008270848'"
"Not Relevant","'592639724831023104'"
"Response Efforts","'592639739162927104'"
"Not Relevant","'592639774059442176'"
"Other Relevant Information","'592639806909206528'"
"Not Relevant","'592639840321015808'"
"Other Relevant Information","'592639861183488000'"
"Other Relevant Information","'592639862383222785'"
"Not Relevant","'592640026284023809'"
"Infrastructure Damage","'592640112556580864'"
"Response Efforts","'592640154491363328'"
"Not Relevant","'592640223139516416'"
"Not Relevant","'592640251727847424'"
"Not Relevant","'592640290004971520'"
"Response Efforts","'592640323794423808'"
"Urgent Needs","'592640327174983680'"
"Not Relevant","'592640351258746880'"
"Not Relevant","'592640382879412224'"
"Not Relevant","'592640404152922112'"
"Not Relevant","'592640409903366147'"
"Response Efforts","'592640610089197569'"
"Urgent Needs","'592640632339828736'"
"Other Relevant Information","'592640661448314881'"
"Response Efforts","'592640752989114368'"
"Other Relevant Information","'592640841283436544'"
"Not Relevant","'592640875437502464'"
"Not Relevant","'592641105985818625'"
"Not Relevant","'592641127854968832'"
"Other Relevant Information","'592641188341100544'"
"Other Relevant Information","'592641356352258048'"
"Response Efforts","'592641474187014145'"
"Response Efforts","'592641580802015232'"
"Not Relevant","'592641603564474368'"
"Not Relevant","'592641634845773824'"
"Not Relevant","'592641681993826305'"
"Other Relevant Information","'592641720581562368'"
"Other Relevant Information","'592641808041148416'"
"Other Relevant Information","'592641810024910848'"
"Not Relevant","'592641873694470144'"
"Not Relevant","'592641954581749760'"
"Not Relevant","'592642072659755008'"
"Not Relevant","'592642088870682624'"
"Not Relevant","'592642102602895360'"
"Not Relevant","'592642156218621952'"
"Not Relevant","'592642184433635328'"
"Not Relevant","'592642188279844864'"
"Not Relevant","'592642215178018816'"
"Not Relevant","'592642365216555009'"
"Not Relevant","'592642385990946818'"
"Response Efforts","'592642564827815936'"
"Response Efforts","'592642605894082560'"
"Response Efforts","'592642680456372224'"
"Not Relevant","'592642881480892416'"
"Response Efforts","'592642929463676929'"
"Not Relevant","'592642937231577088'"
"Not Relevant","'592643078583889920'"
"Response Efforts","'592643085122711552'"
"Not Relevant","'592643203087659008'"
"Not Relevant","'592643203905511427'"
"Not Relevant","'592643219508199424'"
"Not Relevant","'592643223446622208'"
"Other Relevant Information","'592643230505701376'"
"Not Relevant","'592643249409433600'"
"Not Relevant","'592643267797372929'"
"Not Relevant","'592643272302075904'"
"Response Efforts","'592643293894340608'"
"Not Relevant","'592643312017768448'"
"Infrastructure Damage","'592643324206575617'"
"Not Relevant","'592643498920136704'"
"Not Relevant","'592643508353110016'"
"Not Relevant","'592643591731712001'"
"Not Relevant","'592643592075681793'"
"Not Relevant","'592643607288414208'"
"Not Relevant","'592643661331959808'"
"Response Efforts","'592643674946809856'"
"Not Relevant","'592643683188518912'"
"Other Relevant Information","'592643763941416960'"
"Not Relevant","'592643847601029121'"
"Response Efforts","'592643882506063872'"
"Not Relevant","'592643941645864960'"
"Not Relevant","'592643953402335232'"
"Not Relevant","'592644145283371008'"
"Not Relevant","'592644151939825665'"
"Response Efforts","'592644201101316096'"
"Not Relevant","'592644318072012800'"
"Not Relevant","'592644373763993600'"
"Not Relevant","'592644397273067520'"
"Not Relevant","'592644462272208896'"
"Response Efforts","'592644472158101505'"
"Not Relevant","'592644488113299456'"
"Not Relevant","'592644595185483776'"
"Response Efforts","'592644600663126016'"
"Not Relevant","'592644609681031168'"
"Response Efforts","'592644664278188032'"
"Response Efforts","'592644754908786688'"
"Infrastructure Damage","'592644776333340672'"
"Not Relevant","'592644792904974336'"
"Response Efforts","'592644870172348416'"
"Other Relevant Information","'592644872437379072'"
"Response Efforts","'592644887998148610'"
"Response Efforts","'592644975587786753'"
"Not Relevant","'592645000560660480'"
"Urgent Needs","'592645016394203137'"
"Response Efforts","'592645023100960768'"
"Response Efforts","'592645031321870336'"
"Response Efforts","'592645182996242432'"
"Not Relevant","'592645298960211969'"
"Response Efforts","'592645318501597185'"
"Not Relevant","'592645428572721152'"
"Other Relevant Information","'592645493643153408'"
"Not Relevant","'592645496704925697'"
"Not Relevant","'592645539692326912'"
"Response Efforts","'592645550144495616'"
"Not Relevant","'592645575176138752'"
"Other Relevant Information","'592645586182012928'"
"Not Relevant","'592645622135676928'"
"Not Relevant","'592645692675461120'"
"Not Relevant","'592645728133984256'"
"Not Relevant","'592645735008641024'"
"Not Relevant","'592645741941694465'"
"Not Relevant","'592645763307479040'"
"Not Relevant","'592645818701615104'"
"Other Relevant Information","'592645840566677505'"
"Not Relevant","'592645932031864834'"
"Not Relevant","'592646120293081088'"
"Not Relevant","'592646226283212801'"
"Other Relevant Information","'592646232549515264'"
"Not Relevant","'592646301390508034'"
"Not Relevant","'592646305660477441'"
"Response Efforts","'592646370550362113'"
"Not Relevant","'592646494630453248'"
"Response Efforts","'592646548288315393'"
"Not Relevant","'592646765574098945'"
"Other Relevant Information","'592646825712029698'"
"Not Relevant","'592646990028214273'"
"Not Relevant","'592647067173982208'"
"Not Relevant","'592647106977861632'"
"Response Efforts","'592647132957380608'"
"Not Relevant","'592647156965584897'"
"Not Relevant","'592647261932388352'"
"Not Relevant","'592647284505989121'"
"Not Relevant","'592647294115282944'"
"Response Efforts","'592647352042659841'"
"Other Relevant Information","'592647430052651008'"
"Not Relevant","'592647480593887233'"
"Response Efforts","'592647484855459840'"
"Not Relevant","'592647502135984128'"
"Not Relevant","'592647547274993664'"
"Other Relevant Information","'592647549338660864'"
"Not Relevant","'592647606829977600'"
"Not Relevant","'592647639629332480'"
"Other Relevant Information","'592647652702953472'"
"Not Relevant","'592647659460153344'"
"Not Relevant","'592647681681395712'"
"Not Relevant","'592647727458168832'"
"Not Relevant","'592647863995408386'"
"Not Relevant","'592647966848118785'"
"Not Relevant","'592648064122294272'"
"Infrastructure Damage","'592648153469480960'"
"Not Relevant","'592648187384594432'"
"Not Relevant","'592648192065478656'"
"Response Efforts","'592648216211886080'"
"Not Relevant","'592648227322736640'"
"Not Relevant","'592648304309227520'"
"Other Relevant Information","'592648318594973696'"
"Other Relevant Information","'592648321094803456'"
"Not Relevant","'592648428162818048'"
"Not Relevant","'592648439768317952'"
"Not Relevant","'592648502276182016'"
"Response Efforts","'592648563269771264'"
"Not Relevant","'592648570328711168'"
"Not Relevant","'592648588582195200'"
"Not Relevant","'592648600359841792'"
"Response Efforts","'592648629346664449'"
"Not Relevant","'592648648401498113'"
"Response Efforts","'592648710707752960'"
"Other Relevant Information","'592648714239528960'"
"Not Relevant","'592648762641747968'"
"Urgent Needs","'592648766471081984'"
"Not Relevant","'592648881214779392'"
"Not Relevant","'592648910650396672'"
"Not Relevant","'592649025024831488'"
"Not Relevant","'592649048630251520'"
"Not Relevant","'592649083807895552'"
"Not Relevant","'592649125243543552'"
"Not Relevant","'592649149792718848'"
"Response Efforts","'592649154511306752'"
"Response Efforts","'592649185276506112'"
"Not Relevant","'592649204209692672'"
"Not Relevant","'592649214355709952'"
"Not Relevant","'592649275332493312'"
"Not Relevant","'592649363664478208'"
"Response Efforts","'592649392823369729'"
"Response Efforts","'592649477300719616'"
"Not Relevant","'592649540035043328'"
"Urgent Needs","'592649617826783233'"
"Response Efforts","'592649636805877760'"
"Not Relevant","'592649671937363968'"
"Other Relevant Information","'592649760416215040'"
"Response Efforts","'592649816917815297'"
"Not Relevant","'592649866259496962'"
"Not Relevant","'592649925512589313'"
"Response Efforts","'592649950133153792'"
"Response Efforts","'592649965433974784'"
"Not Relevant","'592650015589462016'"
"Response Efforts","'592650028562382849'"
"Not Relevant","'592650039706689536'"
"Not Relevant","'592650040104984576'"
"Response Efforts","'592650232971677696'"
"Response Efforts","'592650246628503553'"
"Not Relevant","'592650292912529408'"
"Not Relevant","'592651419154522112'"
"Infrastructure Damage","'592651433587167234'"
"Response Efforts","'592651442533576705'"
"Not Relevant","'592651498628100096'"
"Not Relevant","'592651548586442752'"
"Not Relevant","'592651636184481792'"
"Other Relevant Information","'592651693034229760'"
"Not Relevant","'592651747664900096'"
"Not Relevant","'592651817416302592'"
"Response Efforts","'592651857308291072'"
"Not Relevant","'592651885980622848'"
"Response Efforts","'592651898773209088'"
"Not Relevant","'592651929739730944'"
"Not Relevant","'592651929982898176'"
"Not Relevant","'592651930750562304'"
"Not Relevant","'592651996861181952'"
"Other Relevant Information","'592652003031052288'"
"Not Relevant","'592652035100540928'"
"Not Relevant","'592652119041245184'"
"Not Relevant","'592652146132267008'"
"Not Relevant","'592652150431330305'"
"Response Efforts","'592652189526556672'"
"Not Relevant","'592652196895977473'"
"Other Relevant Information","'592652229372485632'"
"Not Relevant","'592652267548848129'"
"Not Relevant","'592652278294835200'"
"Not Relevant","'592652482930552832'"
"Response Efforts","'592652686950010880'"
"Infrastructure Damage","'592652777366630400'"
"Not Relevant","'592652829564735488'"
"Response Efforts","'592652925756903424'"
"Not Relevant","'592652931733786625'"
"Not Relevant","'592652945071722498'"
"Not Relevant","'592652947772825600'"
"Response Efforts","'592653015837999104'"
"Not Relevant","'592653120133435392'"
"Not Relevant","'592653140513705984'"
"Not Relevant","'592653166488891393'"
"Response Efforts","'592653219131719681'"
"Infrastructure Damage","'592653368188903424'"
"Not Relevant","'592653398949900288'"
"Not Relevant","'592653442759335937'"
"Not Relevant","'592653477022736386'"
"Not Relevant","'592653499873243136'"
"Not Relevant","'592653520907665408'"
"Not Relevant","'592653552083951616'"
"Not Relevant","'592653553061273601'"
"Response Efforts","'592653610137362432'"
"Not Relevant","'592653709395501056'"
"Infrastructure Damage","'592653709378789376'"
"Response Efforts","'592653755251879937'"
"Not Relevant","'592654420304867328'"
"Response Efforts","'592654431302332418'"
"Not Relevant","'592654440982777856'"
"Other Relevant Information","'592654441364488192'"
"Not Relevant","'592654445827219456'"
"Not Relevant","'592654451837693953'"
"Not Relevant","'592654592157949952'"
"Not Relevant","'592654669882744832'"
"Not Relevant","'592654706905903105'"
"Not Relevant","'592654795397320704'"
"Other Relevant Information","'592654812002557952'"
"Not Relevant","'592654867895865344'"
"Not Relevant","'592654896031227906'"
"Not Relevant","'592654958320873473'"
"Not Relevant","'592654958828355584'"
"Not Relevant","'592654974980661248'"
"Other Relevant Information","'592655129930760194'"
"Not Relevant","'592655143138697216'"
"Not Relevant","'592655433086697473'"
"Not Relevant","'592655504431788032'"
"Not Relevant","'592655515471192064'"
"Not Relevant","'592655542008569856'"
"Not Relevant","'592655624732844033'"
"Not Relevant","'592655704231649280'"
"Response Efforts","'592655712360243201'"
"Response Efforts","'592655726520197122'"
"Other Relevant Information","'592655737131814912'"
"Not Relevant","'592655763631374336'"
"Not Relevant","'592655778915430400'"
"Not Relevant","'592655814529265664'"
"Not Relevant","'592655839351218176'"
"Response Efforts","'592655958226116609'"
"Response Efforts","'592656077352730624'"
"Not Relevant","'592656182738837504'"
"Response Efforts","'592656210266042368'"
"Not Relevant","'592656236526575618'"
"Not Relevant","'592656244948762625'"
"Not Relevant","'592656291719438336'"
"Not Relevant","'592656294890332160'"
"Other Relevant Information","'592656337710010372'"
"Not Relevant","'592656368580034560'"
"Not Relevant","'592656382043762688'"
"Response Efforts","'592656395398422528'"
"Not Relevant","'592656399437541376'"
"Not Relevant","'592656405934510080'"
"Not Relevant","'592656431347818497'"
"Other Relevant Information","'592656442034954241'"
"Urgent Needs","'592656485013938178'"
"Not Relevant","'592656511765225472'"
"Not Relevant","'592656519835078659'"
"Not Relevant","'592656557294428160'"
"Not Relevant","'592656573849313280'"
"Not Relevant","'592656595995205632'"
"Not Relevant","'592656632443699200'"
"Other Relevant Information","'592656632791838721'"
"Not Relevant","'592656738475737088'"
"Other Relevant Information","'592656775033262081'"
"Not Relevant","'592657015001997312'"
"Not Relevant","'592657101459169284'"
"Not Relevant","'592657175576760324'"
"Not Relevant","'592657209827393537'"
"Not Relevant","'592657257579585539'"
"Not Relevant","'592657302861283329'"
"Response Efforts","'592657335488753664'"
"Response Efforts","'592657380028055553'"
"Not Relevant","'592657393013694464'"
"Not Relevant","'592657447350861825'"
"Not Relevant","'592657471451303937'"
"Not Relevant","'592657495027486720'"
"Not Relevant","'592657556608258048'"
"Not Relevant","'592657560076996609'"
"Not Relevant","'592657668864618496'"
"Not Relevant","'592657713840132101'"
"Other Relevant Information","'592657775400001536'"
"Not Relevant","'592657807083732992'"
"Infrastructure Damage","'592657819998003200'"
"Response Efforts","'592657884275744768'"
"Not Relevant","'592657937606254592'"
"Other Relevant Information","'592657939963469824'"
"Not Relevant","'592657944807899137'"
"Not Relevant","'592657949027397633'"
"Not Relevant","'592657953058136066'"
"Not Relevant","'592658045769019392'"
"Not Relevant","'592658096931151873'"
"Response Efforts","'592658139356495872'"
"Infrastructure Damage","'592658140098854913'"
"Not Relevant","'592658141130686464'"
"Not Relevant","'592658145291427841'"
"Not Relevant","'592658200022929408'"
"Response Efforts","'592658220935737344'"
"Not Relevant","'592658264011231232'"
"Not Relevant","'592658270067777536'"
"Not Relevant","'592658313193611264'"
"Not Relevant","'592658321456439297'"
"Not Relevant","'592658360387907586'"
"Response Efforts","'592658380285706241'"
"Not Relevant","'592658383850893313'"
"Not Relevant","'592658487827689472'"
"Urgent Needs","'592658513027018753'"
"Other Relevant Information","'592658523701583873'"
"Not Relevant","'592658557939646464'"
"Not Relevant","'592658573588566016'"
"Not Relevant","'592658586473525248'"
"Not Relevant","'592658601547825152'"
"Other Relevant Information","'592658613400928256'"
"Not Relevant","'592658631734259712'"
"Not Relevant","'592658677078859776'"
"Not Relevant","'592658822981951488'"
"Not Relevant","'592658828874907648'"
"Not Relevant","'592658889889447939'"
"Not Relevant","'592658899515375619'"
"Not Relevant","'592658990921850880'"
"Not Relevant","'592659000187068417'"
"Not Relevant","'592659034643234816'"
"Not Relevant","'592659121708621825'"
"Other Relevant Information","'592659125462573057'"
"Not Relevant","'592659132789952513'"
"Not Relevant","'592659208836878336'"
"Not Relevant","'592659225756721152'"
"Not Relevant","'592659274750386177'"
"Not Relevant","'592659290168655874'"
"Not Relevant","'592663557688434690'"
"Other Relevant Information","'592663558921531392'"
"Not Relevant","'592663582359351296'"
"Not Relevant","'592663600084443137'"
"Response Efforts","'592663709669072897'"
"Response Efforts","'592663717092921344'"
"Response Efforts","'592663872181506050'"
"Not Relevant","'592663896625909760'"
"Not Relevant","'592663963546050562'"
"Response Efforts","'592663984999903232'"
"Response Efforts","'592664312432451586'"
"Not Relevant","'592664384108888065'"
"Not Relevant","'592664396301783040'"
"Not Relevant","'592664556071182336'"
"Response Efforts","'592664580331024386'"
"Response Efforts","'592664721255464961'"
"Not Relevant","'592664735604207616'"
"Not Relevant","'592664776658034688'"
"Not Relevant","'592664832383549440'"
"Not Relevant","'592664844530262016'"
"Not Relevant","'592664872225214464'"
"Not Relevant","'592664902344540162'"
"Not Relevant","'592664914289946624'"
"Not Relevant","'592665018480644096'"
"Not Relevant","'592665043961012226'"
"Not Relevant","'592665058943066113'"
"Not Relevant","'592665133442293760'"
"Not Relevant","'592665152748691456'"
"Not Relevant","'592665218666340353'"
"Not Relevant","'592665222571270145'"
"Not Relevant","'592665287499096067'"
"Not Relevant","'592665342557687808'"
"Not Relevant","'592665382978215937'"
"Not Relevant","'592665472019079168'"
"Not Relevant","'592665474061737985'"
"Other Relevant Information","'592665503157657605'"
"Not Relevant","'592665549957668865'"
"Not Relevant","'592665813993283586'"
"Response Efforts","'592665845253447680'"
"Infrastructure Damage","'592665847702941696'"
"Not Relevant","'592665980276473856'"
"Other Relevant Information","'592665998756552704'"
"Not Relevant","'592666035704229889'"
"Not Relevant","'592666036480188417'"
"Not Relevant","'592666143971790848'"
"Not Relevant","'592666145360125953'"
"Not Relevant","'592666171389915136'"
"Response Efforts","'592666191870750720'"
"Not Relevant","'592666339547938818'"
"Not Relevant","'592666438307033090'"
"Not Relevant","'592666477926416385'"
"Not Relevant","'592666492648497152'"
"Not Relevant","'592666573858578432'"
"Response Efforts","'592666580074508288'"
"Not Relevant","'592666591755657217'"
"Not Relevant","'592666743325257728'"
"Not Relevant","'592666983138783233'"
"Response Efforts","'592667031079616513'"
"Response Efforts","'592667031830421504'"
"Not Relevant","'592667057377927168'"
"Not Relevant","'592667131709358082'"
"Not Relevant","'592667174428405762'"
"Other Relevant Information","'592667300643364864'"
"Not Relevant","'592667308646146048'"
"Not Relevant","'592667450468073472'"
"Not Relevant","'592667460769337345'"
"Not Relevant","'592667514355765248'"
"Not Relevant","'592667596492800000'"
"Not Relevant","'592667609528696833'"
"Response Efforts","'592667649328467968'"
"Not Relevant","'592667683029680128'"
"Response Efforts","'592667759533752320'"
"Not Relevant","'592667830811762688'"
"Response Efforts","'592667904606371840'"
"Not Relevant","'592667909337575425'"
"Not Relevant","'592667921786208258'"
"Not Relevant","'592667923870830596'"
"Not Relevant","'592667935677751299'"
"Not Relevant","'592668140837961728'"
"Response Efforts","'592668162526679040'"
"Not Relevant","'592668163906654208'"
"Not Relevant","'592668209729372160'"
"Not Relevant","'592668218390663170'"
"Not Relevant","'592668256764329987'"
"Not Relevant","'592668266755162112'"
"Response Efforts","'592668371331715073'"
"Infrastructure Damage","'592668379409973248'"
"Not Relevant","'592668499895590912'"
"Not Relevant","'592668529318621187'"
"Not Relevant","'592668540169277440'"
"Not Relevant","'592668545684795394'"
"Response Efforts","'592668599808045056'"
"Not Relevant","'592668638169169920'"
"Not Relevant","'592668690526658562'"
"Response Efforts","'592668756347887616'"
"Not Relevant","'592668786945355776'"
"Not Relevant","'592668811557523456'"
"Not Relevant","'592668832050843648'"
"Not Relevant","'592668832113766400'"
"Not Relevant","'592668982232113152'"
"Other Relevant Information","'592669031376801792'"
"Not Relevant","'592669066130755584'"
"Not Relevant","'592669126285459456'"
"Not Relevant","'592669169038008321'"
"Not Relevant","'592669177166635008'"
"Not Relevant","'592669274075959297'"
"Not Relevant","'592669302425280516'"
"Not Relevant","'592669374873493505'"
"Not Relevant","'592669460403777537'"
"Not Relevant","'592669501868679168'"
"Not Relevant","'592669648828690433'"
"Other Relevant Information","'592669797588062208'"
"Response Efforts","'592669904177856512'"
"Response Efforts","'592670021853323265'"
"Not Relevant","'592670083144675328'"
"Not Relevant","'592670151771828224'"
"Not Relevant","'592670166133137408'"
"Not Relevant","'592670176660819968'"
"Not Relevant","'592670220407447552'"
"Not Relevant","'592670301646888960'"
"Not Relevant","'592670376552980480'"
"Not Relevant","'592670383293206528'"
"Not Relevant","'592670387491700737'"
"Not Relevant","'592670388523507713'"
"Other Relevant Information","'592670390536818689'"
"Not Relevant","'592670390889119744'"
"Not Relevant","'592670405925679105'"
"Infrastructure Damage","'592670418064023552'"
"Not Relevant","'592670422489034752'"
"Not Relevant","'592670477967032322'"
"Not Relevant","'592670479305056258'"
"Not Relevant","'592670496552005632'"
"Not Relevant","'592670557663010817'"
"Not Relevant","'592670562301976579'"
"Other Relevant Information","'592670614655078400'"
"Not Relevant","'592670645172965376'"
"Response Efforts","'592670727314284545'"
"Not Relevant","'592670728681562112'"
"Other Relevant Information","'592670910395584513'"
"Not Relevant","'592670950505717760'"
"Not Relevant","'592670967199113219'"
"Not Relevant","'592671036434440194'"
"Not Relevant","'592671100733128704'"
"Not Relevant","'592671122992291841'"
"Not Relevant","'592671127362805761'"
"Not Relevant","'592671150251057153'"
"Not Relevant","'592671180160655361'"
"Not Relevant","'592671192642904066'"
"Not Relevant","'592671199500505088'"
"Not Relevant","'592671205460725761'"
"Not Relevant","'592671244803284993'"
"Not Relevant","'592671363980210178'"
"Not Relevant","'592671496285364224'"
"Other Relevant Information","'592671506179747842'"
"Not Relevant","'592671527570690048'"
"Not Relevant","'592671586508996608'"
"Not Relevant","'592671752947408896'"
"Not Relevant","'592671821293604866'"
"Infrastructure Damage","'592671924418936832'"
"Not Relevant","'592672004500762624'"
"Not Relevant","'592672086457458688'"
"Not Relevant","'592672187791847429'"
"Not Relevant","'592672213184184320'"
"Not Relevant","'592672225578332160'"
"Not Relevant","'592672242976317440'"
"Response Efforts","'592672272072253441'"
"Not Relevant","'592672297686794240'"
"Not Relevant","'592672355807264770'"
"Not Relevant","'592672388183171072'"
"Not Relevant","'592672403689500675'"
"Response Efforts","'592672403857235968'"
"Not Relevant","'592672570220118016'"
"Not Relevant","'592672626037895169'"
"Not Relevant","'592672657268678657'"
"Not Relevant","'592672669167972352'"
"Not Relevant","'592672685206953985'"
"Not Relevant","'592672686159069185'"
"Not Relevant","'592672729737908224'"
"Not Relevant","'592672788789501952'"
"Not Relevant","'592672894636990464'"
"Not Relevant","'592672908339748866'"
"Infrastructure Damage","'592673020508041217'"
"Not Relevant","'592673051692703744'"
"Not Relevant","'592673052716048384'"
"Not Relevant","'592673243095511040'"
"Not Relevant","'592673248086745089'"
"Not Relevant","'592673274364035073'"
"Other Relevant Information","'592673282266103809'"
"Not Relevant","'592673282433929216'"
"Not Relevant","'592673285269229568'"
"Not Relevant","'592673297344626688'"
"Not Relevant","'592673322908909568'"
"Not Relevant","'592673330492272640'"
"Not Relevant","'592673338402709504'"
"Other Relevant Information","'592673339677745152'"
"Not Relevant","'592673347286245377'"
"Other Relevant Information","'592673367708295168'"
"Not Relevant","'592673435857334272'"
"Not Relevant","'592673458502377473'"
"Not Relevant","'592673512629886980'"
"Infrastructure Damage","'592673540819832832'"
"Not Relevant","'592673592795602947'"
"Infrastructure Damage","'592673607274364930'"
"Not Relevant","'592673644830203904'"
"Not Relevant","'592673711871897605'"
"Not Relevant","'592673729152430081'"
"Infrastructure Damage","'592673831719960576'"
"Not Relevant","'592673863466647553'"
"Not Relevant","'592673879765753857'"
"Not Relevant","'592673921092218882'"
"Other Relevant Information","'592673938506911744'"
"Not Relevant","'592673952109076481'"
"Not Relevant","'592673980332515329'"
"Not Relevant","'592674002600071169'"
"Not Relevant","'592674024574099459'"
"Other Relevant Information","'592674068173889536'"
"Not Relevant","'592674088000364547'"
"Not Relevant","'592674118153150465'"
"Urgent Needs","'592674160603693057'"
"Not Relevant","'592674168249913345'"
"Not Relevant","'592674174411345922'"
"Not Relevant","'592674181705277441'"
"Not Relevant","'592674224214568960'"
"Other Relevant Information","'592674264756711427'"
"Not Relevant","'592674309451194368'"
"Not Relevant","'592674335170637824'"
"Not Relevant","'592679663744462851'"
"Response Efforts","'592679701962948608'"
"Not Relevant","'592679713723809792'"
"Not Relevant","'592679727766368257'"
"Not Relevant","'592679921266368512'"
"Not Relevant","'592679937913593857'"
"Not Relevant","'592679977881083904'"
"Not Relevant","'592679978619293696'"
"Not Relevant","'592679979286142977'"
"Not Relevant","'592679999242686464'"
"Not Relevant","'592680005337010176'"
"Not Relevant","'592680086475780098'"
"Not Relevant","'592680159691538435'"
"Not Relevant","'592680207552794624'"
"Not Relevant","'592680260275216386'"
"Not Relevant","'592680274951036928'"
"Not Relevant","'592680329556709376'"
"Response Efforts","'592680336246632449'"
"Not Relevant","'592680375459151872'"
"Not Relevant","'592680387412946944'"
"Not Relevant","'592680394576769024'"
"Not Relevant","'592680427191697409'"
"Not Relevant","'592680545026482176'"
"Not Relevant","'592680548730023937'"
"Not Relevant","'592680573627400193'"
"Response Efforts","'592680578832605185'"
"Not Relevant","'592680600722644993'"
"Other Relevant Information","'592680650110566400'"
"Not Relevant","'592680809326387200'"
"Not Relevant","'592680894873399297'"
"Urgent Needs","'592680897780031489'"
"Response Efforts","'592680924183175169'"
"Urgent Needs","'592680954537320448'"
"Not Relevant","'592680980999184384'"
"Not Relevant","'592680983293501440'"
"Infrastructure Damage","'592681071948517377'"
"Response Efforts","'592681145277485056'"
"Other Relevant Information","'592681179121319937'"
"Not Relevant","'592681219994865664'"
"Not Relevant","'592681246507040769'"
"Not Relevant","'592681251389251586'"
"Not Relevant","'592681251808669697'"
"Not Relevant","'592681253054349312'"
"Not Relevant","'592681269823152128'"
"Not Relevant","'592681415382323202'"
"Not Relevant","'592681430767030272'"
"Not Relevant","'592681437138157569'"
"Not Relevant","'592681484105945090'"
"Not Relevant","'592681488530972672'"
"Response Efforts","'592681527877697536'"
"Response Efforts","'592681528930467841'"
"Not Relevant","'592681544189370369'"
"Not Relevant","'592681565974622209'"
"Response Efforts","'592681669909426177'"
"Not Relevant","'592681774746046464'"
"Not Relevant","'592681775924703232'"
"Not Relevant","'592681874318880769'"
"Not Relevant","'592681876973821954'"
"Not Relevant","'592681938823032832'"
"Response Efforts","'592681945139675136'"
"Not Relevant","'592681991549648896'"
"Urgent Needs","'592682099397808129'"
"Response Efforts","'592682166573740032'"
"Not Relevant","'592682194734338048'"
"Not Relevant","'592682230398513153'"
"Not Relevant","'592682234521452545'"
"Not Relevant","'592682519595646976'"
"Not Relevant","'592682521739075584'"
"Infrastructure Damage","'592682561505259520'"
"Urgent Needs","'592682584494219264'"
"Not Relevant","'592682649195544580'"
"Response Efforts","'592682649900179457'"
"Urgent Needs","'592682705814482949'"
"Infrastructure Damage","'592682720494510080'"
"Response Efforts","'592682762131365889'"
"Not Relevant","'592682872458346497'"
"Response Efforts","'592682878200356865'"
"Not Relevant","'592682934278201344'"
"Not Relevant","'592683019867181057'"
"Other Relevant Information","'592683025483374592'"
"Not Relevant","'592683035205709824'"
"Not Relevant","'592683046127689728'"
"Not Relevant","'592683098992685059'"
"Not Relevant","'592683115203731456'"
"Not Relevant","'592683151987765250'"
"Not Relevant","'592683194178211841'"
"Not Relevant","'592683252739088384'"
